0 Model Error:2917.79358061739[0,162143] 297 Explicit 185 
3 			Model Error:2.18278728425503E-11[117024,117119] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[117120,117215] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[117216,117311] 107 Trend 0 
2 		Model Error:327.302329807331[117312,117503] 107 Explicit 2 
3 			Model Error:3.63797880709171E-11[117312,117407] 107 Trend 0 
3 			Model Error:5.0931703299284E-11[117408,117503] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[117504,117599] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[117600,117695] 107 Trend 0 
1 	Model Error:627.153870688941[117696,117887] 107 Trend 2 
2 		Model Error:2.91038304567337E-11[117696,117791] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[117792,117887] 106 Explicit 0 
1 	Model Error:2.91038304567337E-11[117888,117983] 107 Trend 0 
1 	Model Error:2.91038304567337E-11[117984,118079] 106 Explicit 0 
1 	Model Error:903.530433758111[118080,118271] 107 Trend 2 
2 		Model Error:2.18278728425503E-11[118080,118175] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[118176,118271] 107 Trend 0 
1 	Model Error:4.36557456851006E-11[118272,118367] 107 Trend 0 
1 	Model Error:4.36557456851006E-11[118368,118463] 106 Explicit 0 
1 	Model Error:923.245521352801[118464,120575] 127 Explicit 16 
2 		Model Error:2.91038304567337E-11[118464,118559] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[118560,118655] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[118656,118751] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[118752,118847] 107 Trend 0 
2 		Model Error:485.23094687501[118848,119039] 107 Trend 2 
3 			Model Error:5.0931703299284E-11[118848,118943] 106 Explicit 0 
3 			Model Error:2.91038304567337E-11[118944,119039] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[119040,119135] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[119136,119231] 107 Trend 0 
2 		Model Error:357.648230906481[119232,119423] 107 Explicit 2 
3 			Model Error:2.91038304567337E-11[119232,119327] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[119328,119423] 106 Explicit 0 
2 		Model Error:448.928445076315[119424,119807] 109 Explicit 4 
3 			Model Error:2.91038304567337E-11[119424,119519] 106 Explicit 0 
3 			Model Error:2.91038304567337E-11[119520,119615] 107 Trend 0 
3 			Model Error:5.0931703299284E-11[119616,119711] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[119712,119807] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[119808,119903] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[119904,119999] 107 Trend 0 
2 		Model Error:367.341360516948[120000,120191] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[120000,120095] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[120096,120191] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[120192,120287] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[120288,120383] 106 Explicit 0 
2 		Model Error:4.36557456851006E-11[120384,120479] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[120480,120575] 107 Trend 0 
1 	Model Error:697.876917227317[120576,121727] 117 Explicit 8 
2 		Model Error:280.384989296981[120576,120767] 107 Explicit 2 
3 			Model Error:3.63797880709171E-11[120576,120671] 106 Explicit 0 
3 			Model Error:4.36557456851006E-11[120672,120767] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[120768,120863] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[120864,120959] 106 Explicit 0 
2 		Model Error:288.340773900149[120960,121151] 107 Explicit 2 
3 			Model Error:5.0931703299284E-11[120960,121055] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[121056,121151] 107 Trend 0 
2 		Model Error:394.319577238362[121152,121343] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[121152,121247] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[121248,121343] 107 Trend 0 
2 		Model Error:431.771302089088[121344,121535] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[121344,121439] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[121440,121535] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[121536,121631] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[121632,121727] 107 Trend 0 
1 	Model Error:769.273600080327[121728,122207] 110 Explicit 4 
2 		Model Error:2.91038304567337E-11[121728,121823] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[121824,121919] 107 Trend 0 
2 		Model Error:316.443767480625[121920,122111] 107 Explicit 2 
3 			Model Error:2.18278728425503E-11[121920,122015] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[122016,122111] 106 Explicit 0 
2 		Model Error:3.63797880709171E-11[122112,122207] 106 Explicit 0 
1 	Model Error:970.683799949416[122208,122399] 107 Implicit 2 
2 		Model Error:2.18278728425503E-11[122208,122303] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[122304,122399] 107 Trend 0 
1 	Model Error:766.144730520478[122400,122591] 107 Trend 2 
2 		Model Error:2.18278728425503E-11[122400,122495] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[122496,122591] 107 Trend 0 
1 	Model Error:946.564608476067[122592,124319] 123 Explicit 16 
2 		Model Error:2.18278728425503E-11[122592,122687] 107 Trend 0 
2 		Model Error:212.092317462091[122688,122879] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[122688,122783] 106 Explicit 0 
3 			Model Error:2.91038304567337E-11[122784,122879] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[122880,122975] 106 Explicit 0 
2 		Model Error:2.5465851649642E-11[122976,123071] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[123072,123167] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[123168,123263] 107 Trend 0 
2 		Model Error:7.27595761418343E-12[123264,123359] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[123360,123455] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[123456,123551] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[123552,123647] 107 Trend 0 
2 		Model Error:321.824557527973[123648,123839] 107 Explicit 2 
3 			Model Error:4.36557456851006E-11[123648,123743] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[123744,123839] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[123840,123935] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[123936,124031] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[124032,124127] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[124128,124223] 106 Explicit 0 
2 		Model Error:3.27418092638254E-11[124224,124319] 107 Trend 0 
1 	Model Error:814.660179601146[124320,127103] 134 Explicit 16 
2 		Model Error:4.36557456851006E-11[124320,124415] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[124416,124511] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[124512,124607] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[124608,124703] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[124704,124799] 107 Trend 0 
2 		Model Error:495.694529678527[124800,125183] 109 Explicit 4 
3 			Model Error:7.27595761418343E-12[124800,124895] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[124896,124991] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[124992,125087] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[125088,125183] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[125184,125279] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[125280,125375] 107 Trend 0 
2 		Model Error:395.878117990149[125376,125567] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[125376,125471] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[125472,125567] 107 Trend 0 
2 		Model Error:7.27595761418343E-12[125568,125663] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[125664,125759] 107 Trend 0 
2 		Model Error:404.429540345336[125760,125951] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[125760,125855] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[125856,125951] 107 Trend 0 
2 		Model Error:456.430379264562[125952,126719] 113 Explicit 8 
3 			Model Error:2.18278728425503E-11[125952,126047] 106 Explicit 0 
3 			Model Error:3.27418092638254E-11[126048,126143] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[126144,126239] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[126240,126335] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[126336,126431] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[126432,126527] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[126528,126623] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[126624,126719] 107 Trend 0 
2 		Model Error:302.314712015468[126720,126911] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[126720,126815] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[126816,126911] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[126912,127007] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[127008,127103] 106 Explicit 0 
1 	Model Error:642.686001741189[127104,129311] 128 Explicit 16 
2 		Model Error:296.875742153657[127104,127295] 107 Explicit 2 
3 			Model Error:2.91038304567337E-11[127104,127199] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[127200,127295] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[127296,127391] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[127392,127487] 107 Trend 0 
2 		Model Error:450.151336672789[127488,127679] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[127488,127583] 106 Explicit 0 
3 			Model Error:2.5465851649642E-11[127584,127679] 107 Trend 0 
2 		Model Error:286.807857076074[127680,127871] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[127680,127775] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[127776,127871] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[127872,127967] 107 Trend 0 
2 		Model Error:7.27595761418343E-12[127968,128063] 107 Trend 0 
2 		Model Error:143.56594349556[128064,128255] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[128064,128159] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[128160,128255] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[128256,128351] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[128352,128447] 107 Trend 0 
2 		Model Error:219.40772880544[128448,128639] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[128448,128543] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[128544,128639] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[128640,128735] 107 Trend 0 
2 		Model Error:2.5465851649642E-11[128736,128831] 107 Trend 0 
2 		Model Error:399.097073847064[128832,129023] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[128832,128927] 106 Explicit 0 
3 			Model Error:2.91038304567337E-11[128928,129023] 106 Explicit 0 
2 		Model Error:308.15778714756[129024,129215] 107 Explicit 2 
3 			Model Error:7.27595761418343E-12[129024,129119] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[129120,129215] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[129216,129311] 106 Explicit 0 
1 	Model Error:959.380325229075[129312,131327] 126 Explicit 16 
2 		Model Error:2.18278728425503E-11[129312,129407] 107 Trend 0 
2 		Model Error:145.241847565761[129408,129599] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[129408,129503] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[129504,129599] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[129600,129695] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[129696,129791] 107 Trend 0 
2 		Model Error:318.202444527778[129792,129983] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[129792,129887] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[129888,129983] 106 Explicit 0 
2 		Model Error:2.91038304567337E-11[129984,130079] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[130080,130175] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[130176,130271] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[130272,130367] 107 Trend 0 
2 		Model Error:324.22195758389[130368,130559] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[130368,130463] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[130464,130559] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[130560,130655] 107 Trend 0 
2 		Model Error:7.27595761418343E-12[130656,130751] 107 Trend 0 
2 		Model Error:346.771478168179[130752,130943] 107 Explicit 2 
3 			Model Error:2.5465851649642E-11[130752,130847] 107 Trend 0 
3 			Model Error:3.27418092638254E-11[130848,130943] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[130944,131039] 107 Trend 0 
2 		Model Error:2.5465851649642E-11[131040,131135] 107 Trend 0 
2 		Model Error:409.316164256365[131136,131327] 107 Trend 2 
3 			Model Error:3.27418092638254E-11[131136,131231] 107 Trend 0 
3 			Model Error:4.36557456851006E-11[131232,131327] 107 Trend 0 
1 	Model Error:630.481918302357[131328,132383] 116 Explicit 8 
2 		Model Error:477.70226998099[131328,131519] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[131328,131423] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[131424,131519] 106 Explicit 0 
2 		Model Error:2.91038304567337E-11[131520,131615] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[131616,131711] 107 Trend 0 
2 		Model Error:260.423469742069[131712,131903] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[131712,131807] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[131808,131903] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[131904,131999] 107 Trend 0 
2 		Model Error:3.27418092638254E-11[132000,132095] 106 Explicit 0 
2 		Model Error:192.339817275599[132096,132287] 107 Trend 2 
3 			Model Error:4.00177668780088E-11[132096,132191] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[132192,132287] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[132288,132383] 107 Trend 0 
1 	Model Error:516.046348323165[132384,132671] 108 Explicit 2 
2 		Model Error:2.18278728425503E-11[132384,132479] 107 Trend 0 
2 		Model Error:417.279643658083[132480,132671] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[132480,132575] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[132576,132671] 107 Trend 0 
1 	Model Error:712.470956241428[132672,132863] 107 Trend 2 
2 		Model Error:1.81898940354586E-11[132672,132767] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[132768,132863] 106 Explicit 0 
1 	Model Error:607.12413524976[132864,133439] 111 Explicit 4 
2 		Model Error:431.190927611613[132864,133055] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[132864,132959] 107 Trend 0 
3 			Model Error:2.5465851649642E-11[132960,133055] 107 Trend 0 
2 		Model Error:364.432148939668[133056,133247] 107 Explicit 2 
3 			Model Error:2.18278728425503E-11[133056,133151] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[133152,133247] 107 Trend 0 
2 		Model Error:1.81898940354586E-11[133248,133343] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[133344,133439] 106 Explicit 0 
1 	Model Error:847.963190817318[133440,135551] 127 Explicit 16 
2 		Model Error:268.186707214798[133440,133631] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[133440,133535] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[133536,133631] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[133632,133727] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[133728,133823] 106 Explicit 0 
2 		Model Error:267.297074554379[133824,134015] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[133824,133919] 107 Trend 0 
3 			Model Error:4.36557456851006E-11[133920,134015] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[134016,134111] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[134112,134207] 107 Trend 0 
2 		Model Error:361.969505837056[134208,134399] 107 Trend 2 
3 			Model Error:3.63797880709171E-11[134208,134303] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[134304,134399] 106 Explicit 0 
2 		Model Error:385.50409128765[134400,134591] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[134400,134495] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[134496,134591] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[134592,134687] 106 Explicit 0 
2 		Model Error:4.36557456851006E-11[134688,134783] 106 Explicit 0 
2 		Model Error:174.442975332153[134784,134975] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[134784,134879] 107 Trend 0 
3 			Model Error:4.36557456851006E-11[134880,134975] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[134976,135071] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[135072,135167] 107 Trend 0 
2 		Model Error:403.006494107329[135168,135359] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[135168,135263] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[135264,135359] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[135360,135455] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[135456,135551] 107 Trend 0 
1 	Model Error:2.18278728425503E-11[135552,135647] 106 Explicit 0 
1 	Model Error:2.18278728425503E-11[135648,135743] 106 Explicit 0 
1 	Model Error:736.65708235377[135744,135935] 107 Explicit 2 
2 		Model Error:2.18278728425503E-11[135744,135839] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[135840,135935] 107 Trend 0 
1 	Model Error:879.993199635683[135936,136127] 107 Trend 2 
2 		Model Error:4.36557456851006E-11[135936,136031] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[136032,136127] 107 Trend 0 
1 	Model Error:508.073733321369[136128,136511] 109 Explicit 2 
2 		Model Error:281.004846138268[136128,136319] 107 Explicit 2 
3 			Model Error:2.91038304567337E-11[136128,136223] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[136224,136319] 106 Explicit 0 
2 		Model Error:465.372392879457[136320,136511] 107 Explicit 2 
3 			Model Error:3.63797880709171E-11[136320,136415] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[136416,136511] 107 Trend 0 
1 	Model Error:655.377906412148[136512,137663] 117 Explicit 8 
2 		Model Error:457.706311974165[136512,136703] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[136512,136607] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[136608,136703] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[136704,136799] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[136800,136895] 106 Explicit 0 
2 		Model Error:494.585486346041[136896,137087] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[136896,136991] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[136992,137087] 107 Trend 0 
2 		Model Error:364.130679200309[137088,137279] 107 Explicit 2 
3 			Model Error:2.91038304567337E-11[137088,137183] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[137184,137279] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[137280,137375] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[137376,137471] 107 Trend 0 
2 		Model Error:194.574140530553[137472,137663] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[137472,137567] 107 Trend 0 
3 			Model Error:4.36557456851006E-11[137568,137663] 107 Trend 0 
1 	Model Error:765.351767424618[137664,139679] 126 Explicit 16 
2 		Model Error:2.91038304567337E-11[137664,137759] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[137760,137855] 107 Trend 0 
2 		Model Error:434.231834840146[137856,138047] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[137856,137951] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[137952,138047] 107 Trend 0 
2 		Model Error:422.537684232309[138048,138239] 107 Trend 2 
3 			Model Error:3.63797880709171E-11[138048,138143] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[138144,138239] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[138240,138335] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[138336,138431] 107 Trend 0 
2 		Model Error:426.828894602586[138432,138623] 107 Implicit 2 
3 			Model Error:2.18278728425503E-11[138432,138527] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[138528,138623] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[138624,138719] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[138720,138815] 107 Trend 0 
2 		Model Error:320.082500751814[138816,139007] 107 Explicit 2 
3 			Model Error:2.91038304567337E-11[138816,138911] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[138912,139007] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[139008,139103] 107 Trend 0 
2 		Model Error:2.5465851649642E-11[139104,139199] 107 Trend 0 
2 		Model Error:491.755550838003[139200,139391] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[139200,139295] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[139296,139391] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[139392,139487] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[139488,139583] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[139584,139679] 106 Explicit 0 
1 	Model Error:2.18278728425503E-11[139680,139775] 107 Trend 0 
1 	Model Error:416.517668726432[139776,139967] 107 Trend 0 
1 	Model Error:4.00177668780088E-11[139968,140063] 106 Explicit 0 
1 	Model Error:2.91038304567337E-11[140064,140159] 107 Trend 0 
1 	Model Error:938.090052704116[140160,140543] 109 Explicit 4 
2 		Model Error:2.18278728425503E-11[140160,140255] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[140256,140351] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[140352,140447] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[140448,140543] 107 Trend 0 
1 	Model Error:959.291801757245[140544,141695] 117 Explicit 8 
2 		Model Error:250.004346222522[140544,140735] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[140544,140639] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[140640,140735] 107 Trend 0 
2 		Model Error:346.974421471627[140736,140927] 107 Explicit 2 
3 			Model Error:3.63797880709171E-11[140736,140831] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[140832,140927] 107 Trend 0 
2 		Model Error:186.232284840182[140928,141119] 107 Implicit 2 
3 			Model Error:1.45519152283669E-11[140928,141023] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[141024,141119] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[141120,141215] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[141216,141311] 106 Explicit 0 
2 		Model Error:445.276581934231[141312,141503] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[141312,141407] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[141408,141503] 106 Explicit 0 
2 		Model Error:2.91038304567337E-11[141504,141599] 107 Trend 0 
2 		Model Error:1.81898940354586E-11[141600,141695] 107 Trend 0 
1 	Model Error:888.149597270392[141696,144191] 131 Explicit 16 
2 		Model Error:2.18278728425503E-11[141696,141791] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[141792,141887] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[141888,141983] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[141984,142079] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[142080,142175] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[142176,142271] 107 Trend 0 
2 		Model Error:461.006228569393[142272,142463] 107 Explicit 2 
3 			Model Error:3.63797880709171E-11[142272,142367] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[142368,142463] 107 Trend 0 
2 		Model Error:408.036892338932[142464,142655] 107 Trend 2 
3 			Model Error:1.81898940354586E-11[142464,142559] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[142560,142655] 107 Trend 0 
2 		Model Error:455.843367665701[142656,142847] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[142656,142751] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[142752,142847] 107 Trend 0 
2 		Model Error:148.429202811683[142848,143039] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[142848,142943] 106 Explicit 0 
3 			Model Error:1.81898940354586E-11[142944,143039] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[143040,143135] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[143136,143231] 107 Trend 0 
2 		Model Error:478.269008164236[143232,143615] 109 Explicit 4 
3 			Model Error:3.63797880709171E-11[143232,143327] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[143328,143423] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[143424,143519] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[143520,143615] 107 Trend 0 
2 		Model Error:445.457090443928[143616,143999] 109 Explicit 4 
3 			Model Error:2.18278728425503E-11[143616,143711] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[143712,143807] 107 Trend 0 
3 			Model Error:2.5465851649642E-11[143808,143903] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[143904,143999] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[144000,144095] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[144096,144191] 107 Trend 0 
1 	Model Error:972.723509009957[144192,148511] 150 Explicit 32 
2 		Model Error:349.569532010319[144192,144383] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[144192,144287] 107 Trend 0 
3 			Model Error:1.09139364212751E-11[144288,144383] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[144384,144479] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[144480,144575] 107 Trend 0 
2 		Model Error:116.365083553617[144576,144767] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[144576,144671] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[144672,144767] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[144768,144863] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[144864,144959] 107 Trend 0 
2 		Model Error:302.035819184086[144960,145151] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[144960,145055] 107 Trend 0 
3 			Model Error:1.09139364212751E-11[145056,145151] 106 Explicit 0 
2 		Model Error:3.63797880709171E-11[145152,145247] 106 Explicit 0 
2 		Model Error:2.91038304567337E-11[145248,145343] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[145344,145439] 106 Explicit 0 
2 		Model Error:1.81898940354586E-11[145440,145535] 107 Trend 0 
2 		Model Error:284.239417848432[145536,145727] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[145536,145631] 107 Trend 0 
3 			Model Error:2.5465851649642E-11[145632,145727] 106 Explicit 0 
2 		Model Error:1.09139364212751E-11[145728,145823] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[145824,145919] 106 Explicit 0 
2 		Model Error:152.35295165213[145920,146111] 107 Trend 2 
3 			Model Error:3.63797880709171E-11[145920,146015] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[146016,146111] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[146112,146207] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[146208,146303] 107 Trend 0 
2 		Model Error:271.409296912461[146304,146495] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[146304,146399] 107 Trend 0 
3 			Model Error:2.5465851649642E-11[146400,146495] 106 Explicit 0 
2 		Model Error:492.757427403281[146496,146687] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[146496,146591] 107 Trend 0 
3 			Model Error:4.36557456851006E-11[146592,146687] 107 Trend 0 
2 		Model Error:435.5408622576[146688,146879] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[146688,146783] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[146784,146879] 107 Trend 0 
2 		Model Error:308.036099015881[146880,147071] 107 Trend 2 
